"crowdflower_id","trusted_answers","last_answer_at","class","class_confidence","ground_truth_class","comments","account_type","dataset","twitter_user_id","twitter_screen_name"
"911070519","3","2016-04-04 10:11:36","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","392349274","E_Marshall44"
"911070520","3","2016-04-04 12:11:59","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","392963387","KSTAUN"
"911070521","3","2016-04-04 11:44:00","genuine","0.6250","spambot",,"social spambots","social spambots #3","393352485","KunzHinsonzfn"
"911070522","3","2016-04-04 10:22:01","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","393480403","JShammie"
"911070523","3","2016-04-04 11:01:46","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","393792392","margaretasher"
"911070524","3","2016-04-04 11:27:36","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","394281508","savlittlefield"
"911070525","3","2016-04-04 10:34:59","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","394990669","Realjobandz"
"911070526","3","2016-04-04 11:57:09","genuine","0.6683","genuine",,"genuine accounts","genuine accounts","396166599","aaamour_"
"911070527","3","2016-04-04 11:10:22","genuine","0.6471","genuine",,"genuine accounts","genuine accounts","396389071","callmekitchen"
"911070528","3","2016-04-04 11:22:26","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","396523032","stradlemonkey"
"911070529","3","2016-04-04 10:43:56","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","397983328","EvanKukalis"
"911070530","3","2016-04-04 10:33:34","spambot","0.6250","spambot",,"traditional spambots","traditional spambots #4","398274058","tmj_SND_mgmt"
"911070531","3","2016-04-04 11:22:18","genuine","0.6500","genuine",,"genuine accounts","genuine accounts","398297815","lexinicolelopez"
"911070532","3","2016-04-04 10:50:34","spambot","0.6818","genuine",,"genuine accounts","genuine accounts","398574599","renniem69"
"911070533","3","2016-04-04 10:18:45","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","399489631","dianacw60"
"911070534","3","2016-04-04 11:13:17","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","400896343","JColiton12"
"911070535","3","2016-04-04 11:40:00","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","400939896","oliverpilcher"
"911070536","3","2016-04-04 10:55:23","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","401575582","darkesteyesbs"
"911070537","3","2016-04-04 11:26:15","genuine","0.6479","genuine",,"genuine accounts","genuine accounts","402131078","Dizzie428"
"911070538","3","2016-04-04 11:22:12","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","402401015","fictionalzjm"
"911070539","3","2016-04-04 10:55:59","unable","1.0000","genuine","Tweets are protected.
protected
Tweet @Chakratis protected.","genuine accounts","genuine accounts","403783820","Chakratis"
"911070540","3","2016-04-04 11:13:59","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","406332336","ThoroughbrSpain"
"911070541","3","2016-04-04 11:29:31","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","406524900","_RyanIngram"
"911070542","3","2016-04-04 10:51:58","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","407185445","tmj_LAH_UTIL"
"911070543","3","2016-04-04 11:17:22","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","408114155","SexandWallace"
"911070544","3","2016-04-04 11:23:02","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","408707585","christinaamacx3"
"911070545","3","2016-04-04 11:37:45","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","409593977","Dragon_Altair"
"911070546","3","2016-04-04 11:10:56","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","412754103","JessicaBelman"
"911070547","3","2016-04-04 10:29:34","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","413056775","KenzoBerEcarma"
"911070548","3","2016-04-04 11:13:05","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #3","413085804","top_itjobs"
"911070549","3","2016-04-04 11:19:54","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","413461232","snidethecreator"
"911070550","3","2016-04-04 11:25:30","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","413588365","lilbitmorgan"
"911070551","3","2016-04-04 11:29:50","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","413655972","inked1572"
"911070552","3","2016-04-04 10:24:52","unable","0.6935","genuine","protected tweets
Private profile","genuine accounts","genuine accounts","414636996","jikachunyong"
"911070553","3","2016-04-04 10:42:08","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","415062609","liam_mcginn93"
"911070554","3","2016-04-04 10:47:04","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","415482571","jao_nathan"
"911070555","3","2016-04-04 11:48:30","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","415835711","PrettySeaton"
"911070556","3","2016-04-04 11:39:33","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","417335653","juliaridgway"
"911070557","3","2016-04-04 10:58:26","genuine","1.0000","spambot",,"social spambots","social spambots #1","418501358","FlavioLiMolsa"
"911070558","3","2016-04-04 10:46:58","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","419912338","wyguymom"
"911070559","3","2016-04-04 11:31:28","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","420189045","BallForGOd24"
"911070560","3","2016-04-04 10:43:41","genuine","0.6585","genuine",,"genuine accounts","genuine accounts","420915061","Un_Aguijon"
"911070561","3","2016-04-04 10:58:18","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","421391363","CoolVidsFTW"
"911070562","3","2016-04-04 11:54:36","genuine","0.6607","genuine",,"genuine accounts","genuine accounts","421577024","DavidFdoAlvarez"
"911070563","3","2016-04-04 11:07:32","genuine","1.0000","spambot",,"social spambots","social spambots #1","421987528","PaolaGattini1"
"911070564","3","2016-04-04 10:19:01","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","422839809","Kelly_Conrad15"
"911070565","3","2016-04-04 11:08:00","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","423893707","RockyBluntz"
"911070566","3","2016-04-04 11:22:58","spambot","1.0000","spambot",,"social spambots","social spambots #3","425528043","PromoGodMother"
"911070567","3","2016-04-04 10:27:36","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","427791119","ForDaRatchets"
"911070568","3","2016-04-04 10:23:17","spambot","0.6377","genuine",,"genuine accounts","genuine accounts","428641140","DivyaRustagi10"
"911070569","3","2016-04-04 11:20:32","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","429789520","LorenaBookworm"
"911070570","3","2016-04-04 11:07:30","spambot","0.6765","spambot",,"social spambots","social spambots #3","430175527","InfoQuoteYell"
"911070571","3","2016-04-04 11:33:57","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","430285181","A_Hamm5"
"911070572","3","2016-04-04 11:41:01","spambot","0.6818","spambot",,"social spambots","social spambots #1","430928749","GiardinoIllumin"
"911070573","3","2016-04-04 14:31:06","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","430979463","KlaudiaPelaez"
"911070574","3","2016-04-04 10:28:19","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","433559911","JuanWolo"
"911070575","3","2016-04-04 11:31:08","unable","1.0000","genuine","tweets are protected
Tweets are protected.
mSero_'s Tweets are protected.","genuine accounts","genuine accounts","434269508","mSero_"
"911070576","3","2016-04-04 12:04:02","genuine","1.0000","spambot",,"social spambots","social spambots #1","434722849","GiulioAdriani"
"911070577","3","2016-04-04 11:42:25","genuine","0.6798","spambot",,"social spambots","social spambots #1","434727810","CristianoMinima"
"911070578","3","2016-04-04 11:11:31","genuine","1.0000","spambot",,"social spambots","social spambots #1","434728619","Addisonohy"
"911070579","3","2016-04-04 11:19:02","genuine","1.0000","spambot",,"social spambots","social spambots #1","434729769","IsaccoTombo"
"911070580","3","2016-04-04 10:35:55","genuine","0.6716","spambot",,"social spambots","social spambots #1","434756188","HudsonAldenlvc"
"911070581","3","2016-04-04 13:57:09","genuine","0.6862","spambot",,"social spambots","social spambots #1","434790178","AlbertoJena"
"911070582","3","2016-04-04 11:52:05","spambot","0.6630","genuine",,"genuine accounts","genuine accounts","434832511","AndyChatlani"
"911070583","3","2016-04-04 10:39:19","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","436290312","_OnThatSTRONG"
"911070584","3","2016-04-04 11:43:12","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","438955880","TheRealAlexMont"
"911070585","3","2016-04-04 10:16:00","genuine","0.6771","genuine",,"genuine accounts","genuine accounts","439704967","ThtPrettyDolfin"
"911070586","3","2016-04-04 10:29:19","genuine","0.6545","spambot",,"social spambots","social spambots #3","439815409","Sherrygzj"
"911070587","3","2016-04-04 10:13:40","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","442079113","Burryan_deeaz"
"911070588","3","2016-04-04 11:53:40","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","444230710","itsbornadeath"
"911070589","3","2016-04-04 11:41:46","genuine","0.6553","genuine",,"genuine accounts","genuine accounts","446034277","hishaneeey"
"911070590","3","2016-04-04 10:29:34","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","446905532","KitttyGang"
"911070591","3","2016-04-04 11:43:37","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","448697610","AyoMirMurray"
"911070592","3","2016-04-04 10:32:03","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #3","449565496","FissaFissa6062"
"911070593","3","2016-04-04 11:54:07","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","451144632","Darren_guy8"
"911070594","3","2016-04-04 11:42:33","spambot","0.6648","genuine",,"genuine accounts","genuine accounts","451417227","cretebhoy"
"911070595","3","2016-04-04 11:35:23","genuine","0.6418","genuine",,"genuine accounts","genuine accounts","453052223","iamJOCELYNVR"
"911070596","3","2016-04-04 12:01:53","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","454540684","gheebuddy"
"911070597","3","2016-04-04 11:13:11","spambot","1.0000","spambot",,"traditional spambots","traditional spambots #4","455070690","tmj_ma_itjava"
"911070598","3","2016-04-04 11:59:05","spambot","0.6487","spambot",,"traditional spambots","traditional spambots #4","455075718","tmj_pa_itjava"
"911070599","3","2016-04-04 10:18:09","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","455105031","itscaitlynemily"
"911070600","3","2016-04-04 11:27:47","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","455802121","KGernhardt"
"911070601","3","2016-04-04 12:03:15","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","456426689","oyurifernandes"
"911070602","3","2016-04-04 10:17:28","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","456566531","bhattarai_dilip"
"911070603","3","2016-04-04 11:37:07","genuine","0.6644","spambot",,"social spambots","social spambots #3","456928466","ATTORNEYVIBE"
"911070604","3","2016-04-04 10:22:01","genuine","1.0000","spambot",,"social spambots","social spambots #3","456931751","DEGREEVIBE"
"911070605","3","2016-04-04 11:28:15","spambot","1.0000","spambot",,"social spambots","social spambots #3","456934703","LAWYERVIBE"
"911070606","3","2016-04-04 10:55:14","spambot","1.0000","spambot",,"social spambots","social spambots #3","456937833","LOANSVIBE"
"911070607","3","2016-04-04 10:25:59","spambot","1.0000","spambot",,"social spambots","social spambots #3","456939896","REHABVIBE"
"911070608","3","2016-04-04 10:48:28","spambot","1.0000","spambot",,"social spambots","social spambots #3","456990098","CREDITIGUIDE"
"911070609","3","2016-04-04 11:35:58","genuine","0.6743","spambot",,"social spambots","social spambots #3","456996845","HOSTINGIGUIDE"
"911070610","3","2016-04-04 10:52:21","genuine","1.0000","spambot",,"social spambots","social spambots #3","457000046","INSURANCEIGUIDE"
"911070611","3","2016-04-04 11:20:48","spambot","0.6774","spambot",,"social spambots","social spambots #3","457002704","MORTGAGEIGUIDE"
"911070612","3","2016-04-04 11:30:38","genuine","0.6470","spambot",,"social spambots","social spambots #3","457009775","2020WEBSTRATEGY"
"911070613","3","2016-04-04 11:45:52","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","461572767","BustosAbby"
"911070614","3","2016-04-04 11:42:05","genuine","0.7011","genuine",,"genuine accounts","genuine accounts","461581109","Obscurica"
"911070615","3","2016-04-04 11:45:29","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","464728189","ShaSha868"
"911070616","3","2016-04-04 14:12:35","genuine","1.0000","spambot",,"social spambots","social spambots #1","465192765","TeresaMarzi"
"911070617","3","2016-04-04 10:48:13","genuine","1.0000","spambot",,"social spambots","social spambots #1","465196345","FilippaVarelli"
"911070618","3","2016-04-04 11:13:29","genuine","1.0000","spambot",,"social spambots","social spambots #1","465303273","LiviaSalemme"
"911070619","3","2016-04-04 11:48:35","genuine","1.0000","spambot",,"social spambots","social spambots #1","465305493","PaolaGirottina"
"911070620","3","2016-04-04 11:47:46","genuine","1.0000","spambot",,"social spambots","social spambots #1","465306140","CinziaProtetto"
"911070621","3","2016-04-04 11:59:10","genuine","1.0000","spambot",,"social spambots","social spambots #1","465317813","OliveraMarigu"
"911070622","3","2016-04-04 11:32:14","genuine","0.6825","spambot",,"social spambots","social spambots #1","465323067","SciallaFinzi"
"911070623","3","2016-04-04 11:09:23","genuine","0.6716","spambot",,"social spambots","social spambots #1","465325040","MicheleNotami"
"911070624","3","2016-04-04 10:39:00","genuine","1.0000","spambot",,"social spambots","social spambots #1","465325633","LuciaSale"
"911070625","3","2016-04-04 11:12:34","genuine","1.0000","spambot",,"social spambots","social spambots #1","465328572","GaiaDaspo"
"911070626","3","2016-04-04 10:40:52","genuine","0.6403","spambot",,"social spambots","social spambots #1","465334514","LuciaFagena"
"911070627","3","2016-04-04 10:32:25","genuine","1.0000","spambot",,"social spambots","social spambots #1","465335657","RobertoRamina"
"911070628","3","2016-04-04 10:30:35","genuine","1.0000","spambot",,"social spambots","social spambots #1","465343577","LunaNavelli"
"911070629","3","2016-04-04 10:22:53","genuine","1.0000","spambot",,"social spambots","social spambots #1","465347437","SimonaMorante"
"911070630","3","2016-04-04 10:24:31","genuine","0.6812","spambot",,"social spambots","social spambots #1","465351389","OrianaFalqui"
"911070631","3","2016-04-04 11:56:04","genuine","1.0000","spambot",,"social spambots","social spambots #1","465366686","FrancescaFormo"
"911070632","3","2016-04-04 11:22:15","genuine","1.0000","spambot",,"social spambots","social spambots #1","465369079","FabioLucenti6"
"911070633","3","2016-04-04 11:44:55","genuine","0.6846","spambot",,"social spambots","social spambots #1","465373507","LucioDabioni"
"911070634","3","2016-04-04 11:41:26","genuine","1.0000","spambot",,"social spambots","social spambots #1","465374176","RobertinoFora"
"911070635","3","2016-04-04 10:36:39","genuine","0.6667","spambot",,"social spambots","social spambots #1","465374259","MelissaGenio"
"911070636","3","2016-04-04 11:04:32","genuine","1.0000","spambot",,"social spambots","social spambots #1","465375874","MartinoRispo"
"911070637","3","2016-04-04 10:31:53","genuine","1.0000","spambot",,"social spambots","social spambots #1","465376231","SandroTamiri"
"911070638","3","2016-04-04 11:42:55","genuine","0.6923","spambot",,"social spambots","social spambots #1","465376509","SimonaBarini"
"911070639","3","2016-04-04 12:03:50","genuine","0.6289","spambot",,"social spambots","social spambots #1","465378230","GiacomoFillotti"
"911070640","3","2016-04-04 10:07:27","genuine","1.0000","spambot",,"social spambots","social spambots #1","465378609","MaurizioTorrino"
"911070641","3","2016-04-04 10:03:01","genuine","1.0000","spambot",,"social spambots","social spambots #1","465379325","RenzoBandieri"
"911070642","3","2016-04-04 10:44:35","genuine","1.0000","spambot",,"social spambots","social spambots #1","465380942","CinziaDevoti"
"911070643","3","2016-04-04 11:02:15","genuine","1.0000","spambot",,"social spambots","social spambots #1","465387671","MarcelloGarardi"
"911070644","3","2016-04-04 11:00:45","genuine","0.6818","spambot",,"social spambots","social spambots #1","465393485","DanieleCarri"
"911070645","3","2016-04-04 11:14:50","genuine","1.0000","spambot",,"social spambots","social spambots #1","465399263","PriscillaParto"
"911070646","3","2016-04-04 10:18:27","genuine","1.0000","spambot",,"social spambots","social spambots #1","465401166","ViolaTorino"
"911070647","3","2016-04-04 10:44:14","genuine","0.6462","spambot",,"social spambots","social spambots #1","465402069","ValeriaValenta"
"911070648","3","2016-04-04 14:01:00","genuine","0.7113","spambot",,"social spambots","social spambots #1","465403330","PiaCarassi"
"911070649","3","2016-04-04 10:39:05","genuine","1.0000","spambot",,"social spambots","social spambots #1","465404874","FernandaMirri"
"911070650","3","2016-04-04 11:46:15","genuine","0.6368","spambot",,"social spambots","social spambots #1","465405613","DanieleUrtani"
"911070651","3","2016-04-04 11:17:08","genuine","1.0000","spambot",,"social spambots","social spambots #1","465413078","FloraMagesi"
"911070652","3","2016-04-04 10:45:38","genuine","0.6667","spambot",,"social spambots","social spambots #1","465418896","GiulianoAmianto"
"911070653","3","2016-04-04 11:17:34","genuine","1.0000","spambot",,"social spambots","social spambots #1","465421036","TeresaBenci"
"911070654","3","2016-04-04 11:22:17","genuine","1.0000","spambot",,"social spambots","social spambots #1","465426060","DanieleLorenz1"
"911070655","3","2016-04-04 11:12:26","genuine","1.0000","spambot",,"social spambots","social spambots #1","465428761","CarloTavarne"
"911070656","3","2016-04-04 11:19:40","genuine","0.6667","spambot",,"social spambots","social spambots #1","465434130","MarziaGenovesi"
"911070657","3","2016-04-04 10:41:54","genuine","1.0000","spambot",,"social spambots","social spambots #1","465437206","ElisaTiberi"
"911070658","3","2016-04-04 10:31:38","genuine","1.0000","spambot",,"social spambots","social spambots #1","466125372","FabianoGerdone"
"911070659","3","2016-04-04 14:01:22","genuine","1.0000","spambot",,"social spambots","social spambots #1","466139912","IlariaPavese87"
"911070660","3","2016-04-04 10:48:17","genuine","0.6716","spambot",,"social spambots","social spambots #1","466141484","MariellaCantini"
"911070661","3","2016-04-04 11:17:55","genuine","1.0000","spambot",,"social spambots","social spambots #1","466145460","MariellaNavoni"
"911070662","3","2016-04-04 10:27:26","genuine","1.0000","spambot",,"social spambots","social spambots #1","466150269","BrunaCarlinetti"
"911070663","3","2016-04-04 10:54:42","genuine","0.6613","spambot",,"social spambots","social spambots #1","466152441","CinziaBiazzi"
"911070664","3","2016-04-04 11:12:34","genuine","1.0000","spambot",,"social spambots","social spambots #1","466155797","VanessaGiorga"
"911070665","3","2016-04-04 10:25:14","genuine","1.0000","spambot",,"social spambots","social spambots #1","466157984","FrancoContenne"
"911070666","3","2016-04-04 10:49:38","genuine","0.6719","spambot",,"social spambots","social spambots #1","466161043","GemmaDarianti"
"911070667","3","2016-04-04 10:52:21","genuine","1.0000","spambot",,"social spambots","social spambots #1","466162548","AliceBaldivani"
"911070668","3","2016-04-04 11:48:21","genuine","0.6704","spambot",,"social spambots","social spambots #1","466163583","RosaTerrias"
"911070669","3","2016-04-04 10:54:19","genuine","1.0000","spambot",,"social spambots","social spambots #1","466166588","GiusyManildi"
"911070670","3","2016-04-04 11:26:03","genuine","1.0000","spambot",,"social spambots","social spambots #1","466177486","NicolaSalvator"
"911070671","3","2016-04-04 11:53:40","genuine","0.6388","spambot",,"social spambots","social spambots #1","466181545","SandroMarcelli"
"911070672","3","2016-04-04 10:50:25","genuine","0.6741","spambot",,"social spambots","social spambots #1","466184623","NelloMircaro"
"911070673","3","2016-04-04 10:51:34","genuine","1.0000","genuine",,"genuine accounts","genuine accounts","466187896","mo_money_banks"
"911070674","3","2016-04-04 11:42:35","genuine","1.0000","spambot",,"social spambots","social spambots #1","466189042","AriannaParemi"
"911070675","3","2016-04-04 11:18:24","genuine","0.6522","spambot",,"social spambots","social spambots #1","466192470","SilviaFuriasi"
"911070676","3","2016-04-04 10:48:24","spambot","0.6719","spambot",,"social spambots","social spambots #1","466195745","AlessandraMalin"
"911070677","3","2016-04-04 13:58:58","genuine","0.6612","spambot",,"social spambots","social spambots #1","466196026","KarenMenasci"
"911070678","3","2016-04-04 11:30:38","genuine","0.6655","spambot",,"social spambots","social spambots #1","466198529","LauraTitanti"
"911070679","3","2016-04-04 11:42:33","genuine","1.0000","spambot",,"social spambots","social spambots #1","466200874","AlessiaProvenzi"
"911070680","3","2016-04-04 11:55:28","genuine","0.6365","spambot",,"social spambots","social spambots #1","466205550","PierPaoloBondi"
"911070681","3","2016-04-04 11:33:00","genuine","1.0000","spambot",,"social spambots","social spambots #1","466209990","SaraDamiani85"
"911070682","3","2016-04-04 11:56:47","genuine","1.0000","spambot",,"social spambots","social spambots #1","466212113","SilvioDarisco"
"911070683","3","2016-04-04 10:25:57","genuine","1.0000","spambot",,"social spambots","social spambots #1","466215674","LuciaWandana"
"911070684","3","2016-04-04 10:13:40","genuine","1.0000","spambot",,"social spambots","social spambots #1","466217564","ManuelFontena"
"911070685","3","2016-04-04 10:42:18","genuine","0.6324","spambot",,"social spambots","social spambots #1","466225307","EmmaDionigi"
"911070686","3","2016-04-04 10:39:18","genuine","1.0000","spambot",,"social spambots","social spambots #1","466227486","TeresaNadubi"
"911070687","3","2016-04-04 10:49:31","genuine","1.0000","spambot",,"social spambots","social spambots #1","466234508","EmanueleGarza"
"911070688","3","2016-04-04 10:19:24","genuine","1.0000","spambot",,"social spambots","social spambots #1","466236779","GiadaMorellino"
"911070689","3","2016-04-04 11:44:55","genuine","0.6846","spambot",,"social spambots","social spambots #1","466237339","GabrieleNascore"
"911070690","3","2016-04-04 10:31:28","genuine","0.6615","spambot",,"social spambots","social spambots #1","466238747","LaraNorenzi"
"911070691","3","2016-04-04 11:49:16","spambot","0.3473","spambot","not english","social spambots","social spambots #1","466239486","SandroFumagallo"
"911070692","3","2016-04-04 11:11:19","genuine","0.6765","spambot",,"social spambots","social spambots #1","466241419","PatrizioUrgano"
"911070693","3","2016-04-04 11:23:15","genuine","1.0000","spambot",,"social spambots","social spambots #1","466246135","FaustoGardenia"
"911070694","3","2016-04-04 11:20:43","genuine","1.0000","spambot",,"social spambots","social spambots #1","466246466","GinoMartulli"
"911070695","3","2016-04-04 11:13:09","genuine","1.0000","spambot",,"social spambots","social spambots #1","466247056","AlessiaPerinei"
"911070696","3","2016-04-04 11:58:24","genuine","1.0000","spambot",,"social spambots","social spambots #1","466249274","VanessaDasteni"
"911070697","3","2016-04-04 11:32:27","genuine","1.0000","spambot",,"social spambots","social spambots #1","466251978","AlicePeronno"
"911070698","3","2016-04-04 10:37:29","genuine","1.0000","spambot",,"social spambots","social spambots #1","466255887","Harkernqb"
"911070699","3","2016-04-04 11:31:08","genuine","0.6642","spambot",,"social spambots","social spambots #1","466256821","PierGiorgioComa"
"911070700","3","2016-04-04 10:59:03","genuine","1.0000","spambot",,"social spambots","social spambots #1","466259699","LeoDiSarno"
"911070701","3","2016-04-04 11:34:37","genuine","1.0000","spambot",,"social spambots","social spambots #1","466262010","Andreagenovesin"
"911070702","3","2016-04-04 11:17:13","spambot","0.6912","spambot",,"social spambots","social spambots #1","466262946","LaikaProietti"
"911070703","3","2016-04-04 13:58:26","genuine","0.6641","spambot",,"social spambots","social spambots #1","466264439","AntoniaNapoli79"
"911070704","3","2016-04-04 11:03:18","genuine","0.6479","spambot",,"social spambots","social spambots #1","466264796","DeandaNardiuzz"
"911070705","3","2016-04-04 11:29:00","genuine","1.0000","spambot",,"social spambots","social spambots #1","466265817","ViolaMarancio"
"911070706","3","2016-04-04 10:21:16","genuine","1.0000","spambot",,"social spambots","social spambots #1","466267904","AmandaDevvi"
"911070707","3","2016-04-04 11:48:30","genuine","1.0000","spambot",,"social spambots","social spambots #1","466281766","SilviaBenci"
"911070708","3","2016-04-04 10:28:18","genuine","1.0000","spambot",,"social spambots","social spambots #1","466285518","MassimoVeredona"
"911070709","3","2016-04-04 11:55:36","genuine","0.6349","spambot",,"social spambots","social spambots #1","466289348","SandraLionni"
"911070710","3","2016-04-04 11:51:42","genuine","1.0000","spambot",,"social spambots","social spambots #1","466291288","ToninoDanta"
"911070711","3","2016-04-04 11:44:13","genuine","0.6528","spambot",,"social spambots","social spambots #1","466292044","RobertaBruzzoni"
"911070712","3","2016-04-04 11:50:15","genuine","1.0000","spambot",,"social spambots","social spambots #1","466292895","FrancescaDerei"
"911070713","3","2016-04-04 11:37:19","genuine","1.0000","spambot",,"social spambots","social spambots #1","466294714","ClaudioBonatti"
"911070714","3","2016-04-04 10:18:27","genuine","1.0000","spambot",,"social spambots","social spambots #1","466296464","CarlottaRegni"
"911070715","3","2016-04-04 11:34:54","genuine","0.6787","spambot",,"social spambots","social spambots #1","466298694","SergioAssale"
"911070716","3","2016-04-04 11:25:43","genuine","1.0000","spambot",,"social spambots","social spambots #1","466300024","PaoloMorilli"
"911070717","3","2016-04-04 10:41:29","spambot","0.6818","spambot",,"social spambots","social spambots #1","466300701","RossellaCamosci"
"911070718","3","2016-04-04 10:43:22","genuine","0.6615","spambot",,"social spambots","social spambots #1","466301798","MarioBelliMonti"
"911070719","3","2016-04-04 11:21:51","genuine","1.0000","spambot",,"social spambots","social spambots #1","466304146","AndreaFogario"
"911070720","3","2016-04-04 11:20:22","genuine","0.6753","spambot",,"social spambots","social spambots #1","466305983","LuciaCarpone"
"911070721","3","2016-04-04 10:44:18","genuine","1.0000","spambot",,"social spambots","social spambots #1","466308638","CarlaFaggiol"
"911070722","3","2016-04-04 11:46:22","genuine","0.6923","spambot",,"social spambots","social spambots #1","466308751","DariaVelesse"
"911070723","3","2016-04-04 10:30:57","genuine","1.0000","spambot",,"social spambots","social spambots #1","466309651","GiadaBustone"
"911070724","3","2016-04-04 11:21:45","genuine","0.6618","spambot",,"social spambots","social spambots #1","466314172","CarolaMinnini"
"911070725","3","2016-04-04 11:13:12","genuine","1.0000","spambot",,"social spambots","social spambots #1","466320371","GerardoDandona"
"911070726","3","2016-04-04 11:14:53","genuine","1.0000","spambot",,"social spambots","social spambots #1","466325799","BrunoGarellin"
"911070727","3","2016-04-04 10:40:27","genuine","1.0000","spambot",,"social spambots","social spambots #1","466326143","CarlaGrossioni"
"911070728","3","2016-04-04 10:54:11","genuine","1.0000","spambot",,"social spambots","social spambots #1","466330859","SalvatoreDaromi"
"911070729","3","2016-04-04 11:05:15","genuine","1.0000","spambot",,"social spambots","social spambots #1","466332009","ValeriaMasio"
"911070730","3","2016-04-04 10:55:49","genuine","1.0000","spambot",,"social spambots","social spambots #1","466335221","UbaldinaPancra"
"911070731","3","2016-04-04 11:17:34","genuine","1.0000","spambot",,"social spambots","social spambots #1","466342693","EliaGrilli"
"911070732","3","2016-04-04 10:42:08","genuine","1.0000","spambot",,"social spambots","social spambots #1","466343368","StefanoMaruglia"
"911070733","3","2016-04-04 11:28:04","genuine","0.6704","spambot",,"social spambots","social spambots #1","466352701","FloraGiannino"
"911070734","3","2016-04-04 11:28:51","genuine","1.0000","spambot",,"social spambots","social spambots #1","466353528","LorenaGalassoni"
"911070735","3","2016-04-04 13:57:09","genuine","1.0000","spambot",,"social spambots","social spambots #1","466358135","SaraDiFoggia"
"911070736","3","2016-04-04 11:42:19","genuine","0.6935","spambot",,"social spambots","social spambots #1","466359810","ManuelMinani"
"911070737","3","2016-04-04 10:46:56","genuine","1.0000","spambot",,"social spambots","social spambots #1","466360562","ElisabettaFaino"
"911070738","3","2016-04-04 10:32:25","genuine","1.0000","spambot",,"social spambots","social spambots #1","466361828","ArielaMorelli"
"911070739","3","2016-04-04 11:28:29","genuine","0.6574","spambot",,"social spambots","social spambots #1","466362716","MarcoSquadrone"
"911070740","3","2016-04-04 11:29:31","genuine","1.0000","spambot",,"social spambots","social spambots #1","466365951","BeatriceMietti"
"911070741","3","2016-04-04 11:35:10","genuine","0.6522","spambot",,"social spambots","social spambots #1","466366851","MelissaPargoli"
"911070742","3","2016-04-04 10:20:28","genuine","1.0000","spambot",,"social spambots","social spambots #1","466370206","EmilyRaguso"
"911070743","3","2016-04-04 10:38:59","genuine","1.0000","spambot",,"social spambots","social spambots #1","466370758","AntoniettaMorti"
